0
CHEMBL1593621
CHEMBL1530783
CHEMBL1552992
CHEMBL1530301
CHEMBL1317092
CHEMBL1551060
CHEMBL1317622
CHEMBL1557893
CHEMBL1513279
CHEMBL1475481
CHEMBL1442656
CHEMBL1514769
CHEMBL1397513
CHEMBL1521508
CHEMBL1436020
CHEMBL1453198
CHEMBL1456173
CHEMBL1402190
CHEMBL1515938
CHEMBL1514900
CHEMBL1320463
CHEMBL1472615
CHEMBL1316817
CHEMBL1474028
CHEMBL1450895
CHEMBL1411933
CHEMBL1360517
CHEMBL2146058
CHEMBL1379121
CHEMBL1448012
CHEMBL1323885
CHEMBL1397605
CHEMBL1404607
CHEMBL1491985
CHEMBL1406146
CHEMBL1368121
CHEMBL1433673
CHEMBL1551437
CHEMBL1314535
CHEMBL1487497
CHEMBL1370585
CHEMBL2146059
CHEMBL1327263
CHEMBL1318135
CHEMBL1515765
CHEMBL1474342
CHEMBL1445760
CHEMBL1568862
CHEMBL1448553
CHEMBL1358057
CHEMBL1302751
CHEMBL1333403
CHEMBL1575377
CHEMBL1409179
CHEMBL1316776
CHEMBL1359530
CHEMBL1357340
CHEMBL1527836
CHEMBL1436117
CHEMBL1320380
CHEMBL1588038
CHEMBL1446814
CHEMBL2146047
CHEMBL2146045
CHEMBL1307676
CHEMBL2146044
CHEMBL1513787
CHEMBL1445847
CHEMBL1316257
CHEMBL1586572
CHEMBL1548926
CHEMBL1360515
CHEMBL1421642
CHEMBL1408339
CHEMBL1435168
CHEMBL1449310
CHEMBL1532272
CHEMBL1389018
CHEMBL1408067
CHEMBL1395987
CHEMBL1429275
CHEMBL1586214
CHEMBL1473608
CHEMBL1608428
CHEMBL1533897
CHEMBL1320729
CHEMBL1607097
CHEMBL1408946
CHEMBL1565947
CHEMBL1514357
CHEMBL1433531
CHEMBL1328456
CHEMBL1502960
CHEMBL1435720
CHEMBL1360538
CHEMBL2146048
CHEMBL1513941
CHEMBL2146042
CHEMBL1456958
CHEMBL1316690
CHEMBL1596282
CHEMBL1450736
CHEMBL1357370
CHEMBL1355479
CHEMBL1315485
CHEMBL1454535
CHEMBL1324039
CHEMBL1306847
CHEMBL1474045
CHEMBL1324740
CHEMBL1446204
CHEMBL1589974
CHEMBL1554672
CHEMBL1476312
CHEMBL1456493
CHEMBL1435393
CHEMBL1589850
CHEMBL1553199
CHEMBL1589831
CHEMBL1592069
CHEMBL2146051
CHEMBL1396800
CHEMBL1320083
CHEMBL1434306
CHEMBL1487071
CHEMBL1314836
CHEMBL2146053
CHEMBL2146052
CHEMBL2146056
CHEMBL2146055
