,ChEMBLTargetID,ModulatorCount
1004,CHEMBL2150838,94
1005,CHEMBL2150840,3
1006,CHEMBL2150844,8
1007,CHEMBL2154,15
1008,CHEMBL2157,36
1009,CHEMBL2157850,311
1010,CHEMBL2157851,35
1011,CHEMBL2157852,15
1012,CHEMBL2157853,179
1013,CHEMBL2157854,28
1014,CHEMBL2157856,1
1015,CHEMBL2157858,1
1016,CHEMBL216,2500
1017,CHEMBL2160,12
1018,CHEMBL2163167,1
1019,CHEMBL2163175,28
1020,CHEMBL2163176,151
1021,CHEMBL2163177,5
1022,CHEMBL2163182,28
1023,CHEMBL2163183,240
1024,CHEMBL2163184,1
1025,CHEMBL2164,63
1026,CHEMBL2167,41
1027,CHEMBL2169716,103
1028,CHEMBL2169731,2
1029,CHEMBL2169732,1
1030,CHEMBL2169735,9
1031,CHEMBL2169736,186
1032,CHEMBL217,7968
1033,CHEMBL2171,35
1034,CHEMBL2176769,2
1035,CHEMBL2176771,1135
1036,CHEMBL2176772,36
1037,CHEMBL2176774,81
1038,CHEMBL2176775,7
1039,CHEMBL2176776,50
1040,CHEMBL2176777,116
1041,CHEMBL2176778,64
1042,CHEMBL2176839,4
1043,CHEMBL2176846,45
1044,CHEMBL2176858,14
1045,CHEMBL2179,615
1046,CHEMBL218,5130
1047,CHEMBL2182,84
1048,CHEMBL2184,1
1049,CHEMBL2185,2357
1050,CHEMBL2189110,729
1051,CHEMBL2189116,48
1052,CHEMBL2189117,320
1053,CHEMBL2189121,542
1054,CHEMBL2189122,3
1055,CHEMBL2189127,95
1056,CHEMBL2189130,1
1057,CHEMBL2189133,1
1058,CHEMBL2189139,5
1059,CHEMBL2189151,1
1060,CHEMBL2189153,1
1061,CHEMBL2189163,3
1062,CHEMBL219,2908
1063,CHEMBL2190,1
1064,CHEMBL220,4622
1065,CHEMBL2200,49
1066,CHEMBL2203,301
1067,CHEMBL2208,859
1068,CHEMBL221,1049
1069,CHEMBL2216739,168
1070,CHEMBL2216740,1
1071,CHEMBL2219,253
1072,CHEMBL222,3293
1073,CHEMBL2221,11
1074,CHEMBL2221341,1
1075,CHEMBL2221344,55
1076,CHEMBL2221345,216
1077,CHEMBL2221346,4
1078,CHEMBL2221347,27
1079,CHEMBL2221348,156
1080,CHEMBL2222,1
1081,CHEMBL2223,2
1082,CHEMBL2225,24
1083,CHEMBL2226,25
1084,CHEMBL2227,1
1085,CHEMBL223,1362
1086,CHEMBL2231,433
1087,CHEMBL2232,14
1088,CHEMBL224,5342
1089,CHEMBL2241,3
1090,CHEMBL2243,1544
1091,CHEMBL2246,47
1092,CHEMBL2247,42
1093,CHEMBL2249,31
1094,CHEMBL225,3751
1095,CHEMBL2250,408
1096,CHEMBL2251,1
1097,CHEMBL2252,808
1098,CHEMBL2259,1
1099,CHEMBL226,4654
1100,CHEMBL2261,2
1101,CHEMBL2264,16
1102,CHEMBL2265,298
1103,CHEMBL227,1010
1104,CHEMBL2270,7
1105,CHEMBL2271,2
1106,CHEMBL2273,34
1107,CHEMBL2274,416
1108,CHEMBL2275,74
1109,CHEMBL2276,1703
1110,CHEMBL228,4764
1111,CHEMBL2282,13
1112,CHEMBL2284,79
1113,CHEMBL2285,457
1114,CHEMBL2288,325
1115,CHEMBL229,2094
1116,CHEMBL2292,2567
1117,CHEMBL2295562,1
1118,CHEMBL230,3528
1119,CHEMBL2308,12
1120,CHEMBL2309,64
1121,CHEMBL231,1690
1122,CHEMBL2310,2
1123,CHEMBL2311221,3
1124,CHEMBL2311229,1
1125,CHEMBL2311236,9
1126,CHEMBL2311238,4
1127,CHEMBL2311243,332
1128,CHEMBL2316,20
1129,CHEMBL2317,2
1130,CHEMBL2318,270
1131,CHEMBL2319,186
1132,CHEMBL232,1447
1133,CHEMBL2321613,529
1134,CHEMBL2321614,45
1135,CHEMBL2321615,28
1136,CHEMBL2321618,1
1137,CHEMBL2321621,198
1138,CHEMBL2321622,3
1139,CHEMBL2321623,1
1140,CHEMBL2321627,153
1141,CHEMBL2321628,38
1142,CHEMBL2321630,499
1143,CHEMBL2321643,94
1144,CHEMBL2321644,2
1145,CHEMBL2321645,1
1146,CHEMBL2321646,1
1147,CHEMBL2326,1431
1148,CHEMBL2327,906
1149,CHEMBL233,5688
1150,CHEMBL2331041,9
1151,CHEMBL2331042,1
1152,CHEMBL2331043,10
1153,CHEMBL2331044,2
1154,CHEMBL2331048,2
1155,CHEMBL2331051,2
1156,CHEMBL2331053,324
1157,CHEMBL2331054,1
1158,CHEMBL2331055,1
1159,CHEMBL2331058,11
1160,CHEMBL2331059,13
1161,CHEMBL2331064,25
1162,CHEMBL2331065,151
1163,CHEMBL2331067,1
1164,CHEMBL2331074,2
1165,CHEMBL2334,1245
1166,CHEMBL2335,361
1167,CHEMBL2337,994
1168,CHEMBL234,5537
1169,CHEMBL2343,173
1170,CHEMBL2345,772
1171,CHEMBL2346,2
1172,CHEMBL2346486,167
1173,CHEMBL2346488,20
1174,CHEMBL2346493,5
1175,CHEMBL2349,170
1176,CHEMBL235,3946
1177,CHEMBL2354,18
1178,CHEMBL2358,139
1179,CHEMBL236,4315
1180,CHEMBL2360,150
1181,CHEMBL2362976,48
1182,CHEMBL2362978,379
1183,CHEMBL2362979,52
1184,CHEMBL2362980,1163
1185,CHEMBL2362981,2
1186,CHEMBL2362990,21
1187,CHEMBL2362995,1
1188,CHEMBL2363000,2
1189,CHEMBL2363017,69
1190,CHEMBL2363032,56
1191,CHEMBL2363049,83
1192,CHEMBL2363052,44
1193,CHEMBL2363062,92
1194,CHEMBL2363065,4
1195,CHEMBL2363066,12
1196,CHEMBL2363069,1
1197,CHEMBL2363070,14
1198,CHEMBL2363071,1
1199,CHEMBL2364162,30
1200,CHEMBL2364163,7
1201,CHEMBL2364172,8
1202,CHEMBL2364675,14
1203,CHEMBL2364701,32
1204,CHEMBL2364712,6
1205,CHEMBL2366061,26
1206,CHEMBL2366062,112
1207,CHEMBL2366063,37
1208,CHEMBL2366064,44
1209,CHEMBL2366065,48
1210,CHEMBL2366066,45
1211,CHEMBL2366067,31
1212,CHEMBL2366068,79
1213,CHEMBL2366069,71
1214,CHEMBL2366070,50
1215,CHEMBL2366071,45
1216,CHEMBL2366072,48
1217,CHEMBL2366073,55
1218,CHEMBL2366074,68
1219,CHEMBL2366075,48
1220,CHEMBL2366076,33
1221,CHEMBL2366077,64
1222,CHEMBL2366078,50
1223,CHEMBL2366079,56
1224,CHEMBL2366080,2
1225,CHEMBL2366081,33
1226,CHEMBL2366082,23
1227,CHEMBL2366083,26
1228,CHEMBL2366084,87
1229,CHEMBL2366085,86
1230,CHEMBL2366086,50
1231,CHEMBL2366087,66
1232,CHEMBL2366089,51
1233,CHEMBL2366090,98
1234,CHEMBL2366091,40
1235,CHEMBL2366092,223
1236,CHEMBL2366093,47
1237,CHEMBL2366094,63
1238,CHEMBL2366095,12
1239,CHEMBL2366096,53
1240,CHEMBL2366097,43
1241,CHEMBL2366098,28
1242,CHEMBL2366099,49
1243,CHEMBL2366100,50
1244,CHEMBL2366101,43
1245,CHEMBL2366102,85
1246,CHEMBL2366103,27
1247,CHEMBL2366104,51
1248,CHEMBL2366105,45
1249,CHEMBL2366106,25
1250,CHEMBL2366107,11
1251,CHEMBL2366108,54
1252,CHEMBL2366109,28
1253,CHEMBL2366110,55
1254,CHEMBL2366111,59
1255,CHEMBL2366112,22
1256,CHEMBL2366113,42
1257,CHEMBL2366114,33
1258,CHEMBL2366115,71
1259,CHEMBL2366116,72
1260,CHEMBL2366117,26
1261,CHEMBL2366118,71
1262,CHEMBL2366119,65
1263,CHEMBL2366120,51
1264,CHEMBL2366121,65
1265,CHEMBL2366122,10
1266,CHEMBL2366123,45
1267,CHEMBL2366124,56
1268,CHEMBL2366125,56
1269,CHEMBL2366126,40
1270,CHEMBL2366127,63
1271,CHEMBL2366128,23
1272,CHEMBL2366130,58
1273,CHEMBL2366131,51
1274,CHEMBL2366132,24
1275,CHEMBL2366133,81
1276,CHEMBL2366134,63
1277,CHEMBL2366135,51
1278,CHEMBL2366136,83
1279,CHEMBL2366137,31
1280,CHEMBL2366138,57
1281,CHEMBL2366139,57
1282,CHEMBL2366140,33
1283,CHEMBL2366141,85
1284,CHEMBL2366142,84
1285,CHEMBL2366143,33
1286,CHEMBL2366144,52
1287,CHEMBL2366145,111
1288,CHEMBL2366146,69
1289,CHEMBL2366147,59
1290,CHEMBL2366148,62
1291,CHEMBL2366149,74
1292,CHEMBL2366150,33
1293,CHEMBL2366151,1
1294,CHEMBL2366152,58
1295,CHEMBL2366153,64
1296,CHEMBL2366154,71
1297,CHEMBL2366155,53
1298,CHEMBL2366156,622
1299,CHEMBL2366157,45
1300,CHEMBL2366158,28
1301,CHEMBL2366159,438
1302,CHEMBL2366160,53
1303,CHEMBL2366161,41
1304,CHEMBL2366162,28
1305,CHEMBL2366163,23
1306,CHEMBL2366164,25
1307,CHEMBL2366165,57
1308,CHEMBL2366166,58
1309,CHEMBL2366167,26
1310,CHEMBL2366168,38
1311,CHEMBL2366169,23
1312,CHEMBL2366170,62
1313,CHEMBL2366171,52
1314,CHEMBL2366172,46
1315,CHEMBL2366173,45
1316,CHEMBL2366174,21
1317,CHEMBL2366175,72
1318,CHEMBL2366176,50
1319,CHEMBL2366177,51
1320,CHEMBL2366178,24
1321,CHEMBL2366179,88
1322,CHEMBL2366180,15
1323,CHEMBL2366181,159
1324,CHEMBL2366182,72
1325,CHEMBL2366183,56
1326,CHEMBL2366184,23
1327,CHEMBL2366185,54
1328,CHEMBL2366186,89
1329,CHEMBL2366187,41
1330,CHEMBL2366188,140
1331,CHEMBL2366189,62
1332,CHEMBL2366190,49
1333,CHEMBL2366191,43
1334,CHEMBL2366192,39
1335,CHEMBL2366193,24
1336,CHEMBL2366194,51
1337,CHEMBL2366195,74
1338,CHEMBL2366196,48
1339,CHEMBL2366197,18
1340,CHEMBL2366198,90
1341,CHEMBL2366199,36
1342,CHEMBL2366200,62
1343,CHEMBL2366201,36
1344,CHEMBL2366202,40
1345,CHEMBL2366203,44
1346,CHEMBL2366204,69
1347,CHEMBL2366205,25
1348,CHEMBL2366206,34
1349,CHEMBL2366207,59
1350,CHEMBL2366208,34
1351,CHEMBL2366209,36
1352,CHEMBL2366210,29
1353,CHEMBL2366211,62
1354,CHEMBL2366212,41
1355,CHEMBL2366213,55
1356,CHEMBL2366214,59
1357,CHEMBL2366215,49
1358,CHEMBL2366216,27
1359,CHEMBL2366217,13
1360,CHEMBL2366218,23
1361,CHEMBL2366219,58
1362,CHEMBL2366220,146
1363,CHEMBL2366221,52
1364,CHEMBL2366222,59
1365,CHEMBL2366223,45
1366,CHEMBL2366224,46
1367,CHEMBL2366225,61
1368,CHEMBL2366226,63
1369,CHEMBL2366227,68
1370,CHEMBL2366228,81
1371,CHEMBL2366229,51
1372,CHEMBL2366230,62
1373,CHEMBL2366231,42
1374,CHEMBL2366232,30
1375,CHEMBL2366233,58
1376,CHEMBL2366234,71
1377,CHEMBL2366235,44
1378,CHEMBL2366236,56
1379,CHEMBL2366237,44
1380,CHEMBL2366238,89
1381,CHEMBL2366239,50
1382,CHEMBL2366240,28
1383,CHEMBL2366241,49
1384,CHEMBL2366242,22
1385,CHEMBL2366243,55
1386,CHEMBL2366244,26
1387,CHEMBL2366245,54
1388,CHEMBL2366246,127
1389,CHEMBL2366247,70
1390,CHEMBL2366248,47
1391,CHEMBL2366249,3
1392,CHEMBL2366250,46
1393,CHEMBL2366251,50
1394,CHEMBL2366252,37
1395,CHEMBL2366253,101
1396,CHEMBL2366254,36
1397,CHEMBL2366255,4
1398,CHEMBL2366256,58
1399,CHEMBL2366257,28
1400,CHEMBL2366258,33
1401,CHEMBL2366259,67
1402,CHEMBL2366260,78
1403,CHEMBL2366261,55
1404,CHEMBL2366262,51
1405,CHEMBL2366263,56
1406,CHEMBL2366264,47
1407,CHEMBL2366265,44
1408,CHEMBL2366266,42
1409,CHEMBL2366267,83
1410,CHEMBL2366268,29
1411,CHEMBL2366269,13
1412,CHEMBL2366271,77
1413,CHEMBL2366272,68
1414,CHEMBL2366273,72
1415,CHEMBL2366274,37
1416,CHEMBL2366275,72
1417,CHEMBL2366276,103
1418,CHEMBL2366277,56
1419,CHEMBL2366278,73
1420,CHEMBL2366279,50
1421,CHEMBL2366280,22
1422,CHEMBL2366281,65
1423,CHEMBL2366283,56
1424,CHEMBL2366284,81
1425,CHEMBL2366285,40
1426,CHEMBL2366286,27
1427,CHEMBL2366287,60
1428,CHEMBL2366288,25
1429,CHEMBL2366290,16
1430,CHEMBL2366291,76
1431,CHEMBL2366292,68
1432,CHEMBL2366293,58
1433,CHEMBL2366294,73
1434,CHEMBL2366295,49
1435,CHEMBL2366296,37
1436,CHEMBL2366297,54
1437,CHEMBL2366298,442
1438,CHEMBL2366299,55
1439,CHEMBL2366300,68
1440,CHEMBL2366301,41
1441,CHEMBL2366302,70
1442,CHEMBL2366303,63
1443,CHEMBL2366304,21
1444,CHEMBL2366305,72
1445,CHEMBL2366306,79
1446,CHEMBL2366307,59
1447,CHEMBL2366308,66
1448,CHEMBL2366309,70
1449,CHEMBL2366310,67
1450,CHEMBL2366311,54
1451,CHEMBL2366312,51
1452,CHEMBL2366313,77
1453,CHEMBL2366314,39
1454,CHEMBL2366315,200
1455,CHEMBL2366316,63
1456,CHEMBL2366317,45
1457,CHEMBL2366318,50
1458,CHEMBL2366319,28
1459,CHEMBL2366320,62
1460,CHEMBL2366322,57
1461,CHEMBL2366323,26
1462,CHEMBL2366324,2
1463,CHEMBL2366325,44
1464,CHEMBL2366326,55
1465,CHEMBL2366327,50
1466,CHEMBL2366328,57
1467,CHEMBL2366329,42
1468,CHEMBL2366330,73
1469,CHEMBL2366331,63
1470,CHEMBL2366332,40
1471,CHEMBL2366333,25
1472,CHEMBL2366334,58
1473,CHEMBL2366335,53
1474,CHEMBL2366336,32
1475,CHEMBL2366337,79
1476,CHEMBL2366338,33
1477,CHEMBL2366339,45
1478,CHEMBL2366340,68
1479,CHEMBL2366341,43
1480,CHEMBL2366342,43
1481,CHEMBL2366343,50
1482,CHEMBL2366344,71
1483,CHEMBL2366345,37
1484,CHEMBL2366346,27
1485,CHEMBL2366347,49
1486,CHEMBL2366348,34
1487,CHEMBL2366349,63
1488,CHEMBL2366350,19
1489,CHEMBL2366351,46
1490,CHEMBL2366352,31
1491,CHEMBL2366353,106
1492,CHEMBL2366354,27
1493,CHEMBL2366355,67
1494,CHEMBL2366356,71
1495,CHEMBL2366357,55
1496,CHEMBL2366358,81
1497,CHEMBL2366359,43
1498,CHEMBL2366360,79
1499,CHEMBL2366361,40
1500,CHEMBL2366362,68
1501,CHEMBL2366363,41
1502,CHEMBL2366364,62
1503,CHEMBL2366365,58
1504,CHEMBL2366366,60
1505,CHEMBL2366367,25
1506,CHEMBL2366368,233
1507,CHEMBL2366369,31
1508,CHEMBL2366370,12
1509,CHEMBL2366371,38
1510,CHEMBL2366372,45
1511,CHEMBL2366373,63
1512,CHEMBL2366374,24
1513,CHEMBL2367378,2
1514,CHEMBL2367379,4
1515,CHEMBL2367389,73
1516,CHEMBL2369,11
1517,CHEMBL237,5225
1518,CHEMBL2373,423
1519,CHEMBL2374,2
1520,CHEMBL2375,3
1521,CHEMBL2375201,1
1522,CHEMBL2375202,7
1523,CHEMBL2375206,14
1524,CHEMBL2375207,6
1525,CHEMBL2378,65
1526,CHEMBL238,2938
1527,CHEMBL2380187,6
1528,CHEMBL2380188,47
1529,CHEMBL2380189,24
1530,CHEMBL2382,159
1531,CHEMBL2384891,14
1532,CHEMBL2384898,35
1533,CHEMBL2386,77
1534,CHEMBL239,2526
1535,CHEMBL2390810,31
1536,CHEMBL2390814,2
1537,CHEMBL2392,5346
1538,CHEMBL2393,23
1539,CHEMBL2396506,3
1540,CHEMBL2396507,2
1541,CHEMBL2396508,23
1542,CHEMBL2396509,2
1543,CHEMBL2396511,9
1544,CHEMBL240,7029
1545,CHEMBL2401,5
1546,CHEMBL2401606,1
1547,CHEMBL2406892,4
1548,CHEMBL2406899,248
1549,CHEMBL2406900,3
1550,CHEMBL2408,12
1551,CHEMBL2409,2265
1552,CHEMBL241,357
1553,CHEMBL2412,1
1554,CHEMBL2413,781
1555,CHEMBL2414,450
1556,CHEMBL2417347,50
1557,CHEMBL2417348,31
1558,CHEMBL2417351,3
1559,CHEMBL2417352,9
1560,CHEMBL2417353,3
1561,CHEMBL242,2107
1562,CHEMBL2420,14
1563,CHEMBL2421,30
1564,CHEMBL2422,1
1565,CHEMBL2424,127
1566,CHEMBL2424504,288
1567,CHEMBL2424505,1
1568,CHEMBL2424509,28
1569,CHEMBL2424510,4
1570,CHEMBL2426,216
1571,CHEMBL2428,101
1572,CHEMBL2429708,140
1573,CHEMBL2429709,13
1574,CHEMBL2430,43
1575,CHEMBL2431,1020
1576,CHEMBL2432,8
1577,CHEMBL2433,6
1578,CHEMBL2434,1025
1579,CHEMBL2437,2
1580,CHEMBL2438,6
1581,CHEMBL2439,328
1582,CHEMBL2439944,218
1583,CHEMBL244,5334
1584,CHEMBL2442,10
1585,CHEMBL2443,145
1586,CHEMBL2447,103
1587,CHEMBL245,2167
1588,CHEMBL2453,25
1589,CHEMBL2457,11
1590,CHEMBL246,1554
1591,CHEMBL2468,374
1592,CHEMBL2469,3
1593,CHEMBL2472,11
1594,CHEMBL2473,112
1595,CHEMBL2474,130
1596,CHEMBL2476,76
1597,CHEMBL2478,5
1598,CHEMBL248,2215
1599,CHEMBL2484,27
1600,CHEMBL2487,1296
1601,CHEMBL249,2485
1602,CHEMBL2492,1061
1603,CHEMBL2493,102
1604,CHEMBL2494,25
1605,CHEMBL250,403
1606,CHEMBL2500,7
1607,CHEMBL2505,3
1608,CHEMBL2506,131
1609,CHEMBL2508,417
1610,CHEMBL251,5162
1611,CHEMBL2511,5
1612,CHEMBL2514,146
1613,CHEMBL2517,31
1614,CHEMBL2518,50
1615,CHEMBL2519,4
1616,CHEMBL252,1426
1617,CHEMBL2520,1
1618,CHEMBL2522,18
1619,CHEMBL2524,401
1620,CHEMBL2525,1308
1621,CHEMBL2527,700
1622,CHEMBL253,6623
1623,CHEMBL2531,24
1624,CHEMBL2534,860
1625,CHEMBL2535,595
1626,CHEMBL2536,164
1627,CHEMBL254,675
1628,CHEMBL2541,12
1629,CHEMBL2543,278
1630,CHEMBL2544,10
1631,CHEMBL2546,4
1632,CHEMBL255,2457
1633,CHEMBL2552,58
1634,CHEMBL2553,149
1635,CHEMBL2558,61
1636,CHEMBL256,4309
1637,CHEMBL2563,236
1638,CHEMBL2568,482
1639,CHEMBL2569,162
1640,CHEMBL2579,13
1641,CHEMBL258,1931
1642,CHEMBL2581,1255
1643,CHEMBL2582,7
1644,CHEMBL259,2989
1645,CHEMBL2591,9
1646,CHEMBL2593,313
1647,CHEMBL2595,488
1648,CHEMBL2597,13
1649,CHEMBL2598,579
1650,CHEMBL2599,3450
1651,CHEMBL260,4342
1652,CHEMBL2608,5641
1653,CHEMBL2609,19
1654,CHEMBL261,6653
1655,CHEMBL2611,496
1656,CHEMBL2612,3
1657,CHEMBL2616,2
1658,CHEMBL2617,204
1659,CHEMBL262,3700
1660,CHEMBL2632,154
1661,CHEMBL2633,13
1662,CHEMBL2634,122
1663,CHEMBL2635,345
1664,CHEMBL2636,1
1665,CHEMBL2637,1248
1666,CHEMBL264,4335
1667,CHEMBL2640,25
1668,CHEMBL2641,25
1669,CHEMBL2644,11
1670,CHEMBL2645,3
1671,CHEMBL2652,849
1672,CHEMBL2664,155
1673,CHEMBL2665,9
1674,CHEMBL267,2974
1675,CHEMBL2675,21
1676,CHEMBL268,1781
1677,CHEMBL2684,3
1678,CHEMBL2688,26
1679,CHEMBL2689,286
1680,CHEMBL2692,1
1681,CHEMBL2693,166
1682,CHEMBL2695,1634
1683,CHEMBL2706,149
1684,CHEMBL2708,126
1685,CHEMBL271,1
1686,CHEMBL2716,262
1687,CHEMBL2717,177
1688,CHEMBL272,3
1689,CHEMBL2721,76
1690,CHEMBL2722,1493
1691,CHEMBL2726,32
1692,CHEMBL2728,164
1693,CHEMBL2730,382
1694,CHEMBL2731,195
1695,CHEMBL2732,7
1696,CHEMBL2734,130
1697,CHEMBL2735,1
1698,CHEMBL2736,740
1699,CHEMBL2738,47
1700,CHEMBL274,2044
1701,CHEMBL2742,1729
1702,CHEMBL2743,11
1703,CHEMBL2748,50
1704,CHEMBL275,1525
1705,CHEMBL2754,21
1706,CHEMBL2755,36
1707,CHEMBL2758,116
1708,CHEMBL2759,112
1709,CHEMBL2760,57
1710,CHEMBL2761,4
1711,CHEMBL2769,1
1712,CHEMBL2773,1
1713,CHEMBL2777,37
1714,CHEMBL2778,267
1715,CHEMBL278,161
1716,CHEMBL2781,237
1717,CHEMBL2782,300
1718,CHEMBL2783,3
1719,CHEMBL2789,581
1720,CHEMBL279,8803
1721,CHEMBL2793,360
1722,CHEMBL280,2577
1723,CHEMBL2801,416
1724,CHEMBL2803,255
1725,CHEMBL2808,794
1726,CHEMBL2810,62
1727,CHEMBL2815,3639
1728,CHEMBL2820,1090
1729,CHEMBL2821,212
1730,CHEMBL2823,6
1731,CHEMBL2824,2
1732,CHEMBL2826,12
1733,CHEMBL2828,850
1734,CHEMBL283,1765
1735,CHEMBL2835,4782
1736,CHEMBL284,3991
1737,CHEMBL2842,4502
1738,CHEMBL2845,12
1739,CHEMBL2849,10
1740,CHEMBL2850,943
1741,CHEMBL286,2875
1742,CHEMBL2864,49
1743,CHEMBL2867,5
1744,CHEMBL2869,3
1745,CHEMBL287,2862
1746,CHEMBL2870,57
1747,CHEMBL2872,103
1748,CHEMBL2873,51
1749,CHEMBL288,1099
1750,CHEMBL2883,31
1751,CHEMBL2885,164
1752,CHEMBL2886,88
1753,CHEMBL2888,146
1754,CHEMBL2889,155
1755,CHEMBL289,4840
1756,CHEMBL2896,108
1757,CHEMBL2897,117
1758,CHEMBL2898,32
1759,CHEMBL2899,125
1760,CHEMBL290,140
1761,CHEMBL2903,2052
1762,CHEMBL2906,1
1763,CHEMBL291,127
1764,CHEMBL2911,21
1765,CHEMBL2912,43
1766,CHEMBL2916,485
1767,CHEMBL2918,25
1768,CHEMBL2925,12
1769,CHEMBL2929,170
1770,CHEMBL2933,12
1771,CHEMBL2937,18
1772,CHEMBL2938,351
1773,CHEMBL2939,184
1774,CHEMBL2940,60
1775,CHEMBL2951,150
1776,CHEMBL2954,2134
1777,CHEMBL2955,387
1778,CHEMBL2959,968
1779,CHEMBL2960,44
1780,CHEMBL2963,19
1781,CHEMBL2964,193
1782,CHEMBL2971,6543
1783,CHEMBL2972,1
1784,CHEMBL2973,2548
1785,CHEMBL2976,17
1786,CHEMBL298,1375
1787,CHEMBL299,980
1788,CHEMBL2990,1
1789,CHEMBL2996,924
1790,CHEMBL2997,43
1791,CHEMBL2998,1634
1792,CHEMBL2999,33
1793,CHEMBL3000,17
1794,CHEMBL3004,382
1795,CHEMBL3009,310
1796,CHEMBL301,2123
1797,CHEMBL3011,5
1798,CHEMBL3012,595
1799,CHEMBL3018,437
1800,CHEMBL3019,24
1801,CHEMBL3023,185
1802,CHEMBL3024,1238
1803,CHEMBL3025,372
1804,CHEMBL3026,75
1805,CHEMBL3028,301
1806,CHEMBL3030,5
1807,CHEMBL3032,367
1808,CHEMBL3038,1
1809,CHEMBL3038451,1
1810,CHEMBL3038452,1
1811,CHEMBL3038453,15
1812,CHEMBL3038454,2
1813,CHEMBL3038455,101
1814,CHEMBL3038456,2
1815,CHEMBL3038457,2
1816,CHEMBL3038458,4
1817,CHEMBL3038459,9
1818,CHEMBL3038461,10
1819,CHEMBL3038466,3
1820,CHEMBL3038467,77
1821,CHEMBL3038468,4
1822,CHEMBL3038469,939
1823,CHEMBL3038470,121
1824,CHEMBL3038471,110
1825,CHEMBL3038472,211
1826,CHEMBL3038473,323
1827,CHEMBL3038474,495
1828,CHEMBL3038475,65
1829,CHEMBL3038476,20
1830,CHEMBL3038477,83
1831,CHEMBL3038479,25
1832,CHEMBL3038483,2
1833,CHEMBL3038484,66
1834,CHEMBL3038485,18
1835,CHEMBL3038486,23
1836,CHEMBL3038488,215
1837,CHEMBL3038489,178
1838,CHEMBL3038491,193
1839,CHEMBL3038492,50
1840,CHEMBL3038494,3
1841,CHEMBL3038498,381
1842,CHEMBL3038499,156
1843,CHEMBL3038504,4
1844,CHEMBL3038505,4
1845,CHEMBL3038510,431
1846,CHEMBL3038511,267
1847,CHEMBL3038512,3
1848,CHEMBL3038513,4
1849,CHEMBL3038515,195
1850,CHEMBL3039,1
1851,CHEMBL3040,1
1852,CHEMBL3045,620
1853,CHEMBL3046,27
1854,CHEMBL3047,47
1855,CHEMBL3054,3
1856,CHEMBL3055,450
1857,CHEMBL3058,5
1858,CHEMBL3060,168
1859,CHEMBL3068,26
1860,CHEMBL3070,161
1861,CHEMBL3076,1
1862,CHEMBL3079,1
1863,CHEMBL308,1240
1864,CHEMBL3080,101
1865,CHEMBL3085,89
1866,CHEMBL3085620,46
1867,CHEMBL3085621,52
1868,CHEMBL3085622,47
1869,CHEMBL3087,1
1870,CHEMBL3088,2
1871,CHEMBL3091,43
1872,CHEMBL3091262,5
1873,CHEMBL3091266,80
1874,CHEMBL3091268,174
1875,CHEMBL3092,85
1876,CHEMBL3093,6
1877,CHEMBL3094,84
1878,CHEMBL3100,308
1879,CHEMBL3102,12
1880,CHEMBL3105,3579
1881,CHEMBL3106,89
1882,CHEMBL3107,71
1883,CHEMBL3108634,3
1884,CHEMBL3108638,113
1885,CHEMBL3108639,129
1886,CHEMBL3108640,216
1887,CHEMBL3108641,14
1888,CHEMBL3108642,40
1889,CHEMBL3108644,27
1890,CHEMBL3108645,354
1891,CHEMBL3108646,25
1892,CHEMBL3108647,29
1893,CHEMBL3108648,47
1894,CHEMBL3108655,2
1895,CHEMBL3108657,1
1896,CHEMBL3108660,71
1897,CHEMBL3111,13
1898,CHEMBL3112376,40
1899,CHEMBL3112379,76
1900,CHEMBL3112384,75
1901,CHEMBL3112385,12
1902,CHEMBL3116,1125
1903,CHEMBL3117,162
1904,CHEMBL3119,483
1905,CHEMBL3120,3
1906,CHEMBL3123,38
1907,CHEMBL3124731,2
1908,CHEMBL3124734,7
1909,CHEMBL3125,74
1910,CHEMBL3129,8
1911,CHEMBL3130,3370
1912,CHEMBL3131,21
1913,CHEMBL3132741,186
1914,CHEMBL3133,11
1915,CHEMBL3136,8
1916,CHEMBL3137261,660
1917,CHEMBL3137262,186
1918,CHEMBL3137268,46
1919,CHEMBL3137273,1
1920,CHEMBL3137278,1
1921,CHEMBL3137281,24
1922,CHEMBL3137282,7
1923,CHEMBL3137283,25
1924,CHEMBL3137285,55
1925,CHEMBL3137286,9
1926,CHEMBL3137287,28
1927,CHEMBL3137290,37
1928,CHEMBL3137291,9
1929,CHEMBL3137294,1
1930,CHEMBL3142,946
1931,CHEMBL3143,2
1932,CHEMBL3145,2022
1933,CHEMBL3146,1
1934,CHEMBL3155,2664
1935,CHEMBL3157,516
1936,CHEMBL3159,1
1937,CHEMBL3161,27
1938,CHEMBL3165,2
1939,CHEMBL3166,104
1940,CHEMBL3167,4
1941,CHEMBL3171,25
1942,CHEMBL3172,6
1943,CHEMBL3174,69
1944,CHEMBL3176,83
1945,CHEMBL3179,22
1946,CHEMBL3180,198
1947,CHEMBL3181,560
1948,CHEMBL3182,6
1949,CHEMBL3189,23
1950,CHEMBL3190,95
1951,CHEMBL3191,55
1952,CHEMBL3192,2098
1953,CHEMBL3194,185
1954,CHEMBL3200,10
1955,CHEMBL3201,274
1956,CHEMBL3202,362
1957,CHEMBL321,2386
1958,CHEMBL3213,9
1959,CHEMBL3217,5
1960,CHEMBL3217376,1
