,ChEMBLTargetID,ModulatorCount
1961,CHEMBL3217382,1
1962,CHEMBL3217390,147
1963,CHEMBL3217392,2
1964,CHEMBL3217393,4
1965,CHEMBL3217398,11
1966,CHEMBL3217402,1
1967,CHEMBL3218,34
1968,CHEMBL3219,7
1969,CHEMBL3227,2501
1970,CHEMBL3228,70
1971,CHEMBL3230,473
1972,CHEMBL3231,1665
1973,CHEMBL3232684,34
1974,CHEMBL3232685,32
1975,CHEMBL3232692,1
1976,CHEMBL3233,56
1977,CHEMBL3234,448
1978,CHEMBL3235,20
1979,CHEMBL3236,49
1980,CHEMBL3238,115
1981,CHEMBL3240,7
1982,CHEMBL3242,4355
1983,CHEMBL3243,148
1984,CHEMBL325,6037
1985,CHEMBL3250,125
1986,CHEMBL3251,425
1987,CHEMBL3253,107
1988,CHEMBL3255,18
1989,CHEMBL3257,14
1990,CHEMBL3258,22
1991,CHEMBL3259467,4
1992,CHEMBL3259470,189
1993,CHEMBL3259472,1
1994,CHEMBL3267,2731
1995,CHEMBL3268,310
1996,CHEMBL3271932,1
1997,CHEMBL3272,133
1998,CHEMBL3273,292
1999,CHEMBL3277,3
2000,CHEMBL3284,9
2001,CHEMBL3285,6
2002,CHEMBL3286,836
2003,CHEMBL3286061,32
2004,CHEMBL3286067,49
2005,CHEMBL3286073,2
2006,CHEMBL3286074,31
2007,CHEMBL3286075,1
2008,CHEMBL3286078,1
2009,CHEMBL3286079,9
2010,CHEMBL3290,73
2011,CHEMBL3293,1
2012,CHEMBL3295,27
2013,CHEMBL3297639,332
2014,CHEMBL3298,10
2015,CHEMBL3301383,1
2016,CHEMBL3301385,1
2017,CHEMBL3301386,2
2018,CHEMBL3301388,7
2019,CHEMBL3301390,31
2020,CHEMBL3301391,132
2021,CHEMBL3301392,44
2022,CHEMBL3301395,3
2023,CHEMBL3301397,1
2024,CHEMBL3301399,13
2025,CHEMBL3301400,82
2026,CHEMBL3305,90
2027,CHEMBL3307223,5
2028,CHEMBL3308,435
2029,CHEMBL3308911,37
2030,CHEMBL3308912,12
2031,CHEMBL3308919,6
2032,CHEMBL3308929,1
2033,CHEMBL3308978,4
2034,CHEMBL3309105,144
2035,CHEMBL3309106,2
2036,CHEMBL3309107,1
2037,CHEMBL3309108,1
2038,CHEMBL3309109,1
2039,CHEMBL3309110,1
2040,CHEMBL3309116,3
2041,CHEMBL331,1060
2042,CHEMBL3310,346
2043,CHEMBL3311,17
2044,CHEMBL3313832,93
2045,CHEMBL3313835,208
2046,CHEMBL3317331,1
2047,CHEMBL3317332,2
2048,CHEMBL3317333,8
2049,CHEMBL3317334,74
2050,CHEMBL3317335,50
2051,CHEMBL332,2215
2052,CHEMBL3321651,5
2053,CHEMBL3325306,4
2054,CHEMBL3325308,3
2055,CHEMBL333,3214
2056,CHEMBL3334415,21
2057,CHEMBL3334416,26
2058,CHEMBL3334418,61
2059,CHEMBL3337327,44
2060,CHEMBL3337330,3
2061,CHEMBL3338,183
2062,CHEMBL3344,89
2063,CHEMBL3347256,1
2064,CHEMBL335,2228
2065,CHEMBL3351,430
2066,CHEMBL3351189,12
2067,CHEMBL3351190,80
2068,CHEMBL3351192,2
2069,CHEMBL3351200,49
2070,CHEMBL3351207,14
2071,CHEMBL3351212,2
2072,CHEMBL3351218,21
2073,CHEMBL3351219,1
2074,CHEMBL3356,6828
2075,CHEMBL3357,366
2076,CHEMBL3359,382
2077,CHEMBL3363,1
2078,CHEMBL3371,4168
2079,CHEMBL3378,95
2080,CHEMBL3379,27
2081,CHEMBL3381,40
2082,CHEMBL3384,82
2083,CHEMBL3385,149
2084,CHEMBL3390820,78
2085,CHEMBL3390822,31
2086,CHEMBL3391,22
2087,CHEMBL3392946,1
2088,CHEMBL3392947,1
2089,CHEMBL3392948,362
2090,CHEMBL3392950,3
2091,CHEMBL3396,26
2092,CHEMBL3396943,5
2093,CHEMBL3396944,20
2094,CHEMBL3397,6666
2095,CHEMBL3399910,340
2096,CHEMBL3399911,10
2097,CHEMBL3399913,1
2098,CHEMBL340,9489
2099,CHEMBL3401,728
2100,CHEMBL3402,112
2101,CHEMBL3404,11
2102,CHEMBL3407312,1
2103,CHEMBL3407316,1
2104,CHEMBL3407319,55
2105,CHEMBL3407320,1
2106,CHEMBL3407321,1
2107,CHEMBL3407323,1
2108,CHEMBL3407324,1
2109,CHEMBL3407325,13
2110,CHEMBL3407326,11
2111,CHEMBL3407327,1
2112,CHEMBL3407328,48
2113,CHEMBL3409,24
2114,CHEMBL3411,107
2115,CHEMBL3414405,3
2116,CHEMBL3414409,16
2117,CHEMBL3414416,7
2118,CHEMBL3419,236
2119,CHEMBL3421,31
2120,CHEMBL3421524,17
2121,CHEMBL3421525,20
2122,CHEMBL3425389,11
2123,CHEMBL3426,375
2124,CHEMBL3429,198
2125,CHEMBL3430877,2
2126,CHEMBL3430878,65
2127,CHEMBL3430879,65
2128,CHEMBL3430881,10
2129,CHEMBL3430883,6
2130,CHEMBL3430885,76
2131,CHEMBL3430886,39
2132,CHEMBL3430887,61
2133,CHEMBL3430888,79
2134,CHEMBL3430892,145
2135,CHEMBL3430893,6
2136,CHEMBL3430896,14
2137,CHEMBL3430897,11
2138,CHEMBL3430899,12
2139,CHEMBL3430904,22
2140,CHEMBL3430905,35
2141,CHEMBL3430907,119
2142,CHEMBL3430908,2
2143,CHEMBL3430909,16
2144,CHEMBL3430911,2
2145,CHEMBL3437,210
2146,CHEMBL3438,224
2147,CHEMBL3439,60
2148,CHEMBL344,3395
2149,CHEMBL3460,18
2150,CHEMBL3468,1159
2151,CHEMBL3473,1107
2152,CHEMBL3474,369
2153,CHEMBL3475,199
2154,CHEMBL3476,380
2155,CHEMBL3491,36
2156,CHEMBL3492,195
2157,CHEMBL3495,32
2158,CHEMBL3509584,2
2159,CHEMBL3509589,2
2160,CHEMBL3509606,2
2161,CHEMBL3510,691
2162,CHEMBL3514,412
2163,CHEMBL3521,56
2164,CHEMBL3522,710
2165,CHEMBL3524,734
2166,CHEMBL3525,7
2167,CHEMBL3526,100
2168,CHEMBL3529,426
2169,CHEMBL3530,87
2170,CHEMBL3535,530
2171,CHEMBL3540,120
2172,CHEMBL3542,16
2173,CHEMBL3542435,1
2174,CHEMBL3542436,13
2175,CHEMBL3544,82
2176,CHEMBL3544905,12
2177,CHEMBL3551,3
2178,CHEMBL3553,1932
2179,CHEMBL3559,436
2180,CHEMBL3559682,88
2181,CHEMBL3559683,9
2182,CHEMBL3559685,1
2183,CHEMBL3559686,2
2184,CHEMBL3559688,36
2185,CHEMBL3559690,1
2186,CHEMBL3559691,1
2187,CHEMBL3559692,87
2188,CHEMBL3559701,2
2189,CHEMBL3559703,418
2190,CHEMBL3559704,3
2191,CHEMBL3559705,1
2192,CHEMBL3559706,1
2193,CHEMBL3560,19
2194,CHEMBL3561,26
2195,CHEMBL3562162,5
2196,CHEMBL3562165,26
2197,CHEMBL3562166,55
2198,CHEMBL3562167,83
2199,CHEMBL3562175,14
2200,CHEMBL3568,919
2201,CHEMBL3572,1145
2202,CHEMBL3575,34
2203,CHEMBL3576,20
2204,CHEMBL3577,13457
2205,CHEMBL3578,70
2206,CHEMBL3579,88
2207,CHEMBL3580487,22
2208,CHEMBL3580494,1
2209,CHEMBL3580522,76
2210,CHEMBL3580523,1
2211,CHEMBL3582,394
2212,CHEMBL3585,76
2213,CHEMBL3587,893
2214,CHEMBL3588729,20
2215,CHEMBL3588731,3
2216,CHEMBL3588737,1
2217,CHEMBL3588738,12
2218,CHEMBL3588739,2
2219,CHEMBL3588740,306
2220,CHEMBL3589,423
2221,CHEMBL3590,314
2222,CHEMBL3592,55
2223,CHEMBL3593,137
2224,CHEMBL3594,5507
2225,CHEMBL3595,18
2226,CHEMBL3596074,4
2227,CHEMBL3596075,42
2228,CHEMBL3596076,2
2229,CHEMBL3596077,5
2230,CHEMBL3596085,4
2231,CHEMBL3596087,1
2232,CHEMBL3603730,8
2233,CHEMBL3611965,16
2234,CHEMBL3616,227
2235,CHEMBL3616354,92
2236,CHEMBL3616361,11
2237,CHEMBL3617,1
2238,CHEMBL3618,7
2239,CHEMBL3619,1
2240,CHEMBL3621022,7
2241,CHEMBL3621023,2
2242,CHEMBL3621036,44
2243,CHEMBL3621037,39
2244,CHEMBL3622,6972
2245,CHEMBL3623,111
2246,CHEMBL3627581,6
2247,CHEMBL3627582,1
2248,CHEMBL3627583,1
2249,CHEMBL3627584,1
2250,CHEMBL3627585,2
2251,CHEMBL3627587,35
2252,CHEMBL3627592,9
2253,CHEMBL3627594,1
2254,CHEMBL3629,851
2255,CHEMBL3632452,270
2256,CHEMBL3632454,3
2257,CHEMBL3632455,317
2258,CHEMBL3636,124
2259,CHEMBL3638,87
2260,CHEMBL3638324,71
2261,CHEMBL3638325,15
2262,CHEMBL3638327,6
2263,CHEMBL3638334,418
2264,CHEMBL3638338,144
2265,CHEMBL3638343,3
2266,CHEMBL3638346,3
2267,CHEMBL3638347,3
2268,CHEMBL3638349,72
2269,CHEMBL3638353,56
2270,CHEMBL3638356,44
2271,CHEMBL3650,2810
2272,CHEMBL3660,39
2273,CHEMBL3663,218
2274,CHEMBL3667,80
2275,CHEMBL3670,1
2276,CHEMBL3674,159
2277,CHEMBL3683,86
2278,CHEMBL3684,23
2279,CHEMBL3687,772
2280,CHEMBL3691,862
2281,CHEMBL3706,1721
2282,CHEMBL3706564,43
2283,CHEMBL3706566,1822
2284,CHEMBL3706568,360
2285,CHEMBL3706570,43
2286,CHEMBL3706572,989
2287,CHEMBL3707166,22
2288,CHEMBL3707168,6
2289,CHEMBL3707462,7
2290,CHEMBL3707467,9
2291,CHEMBL3707468,1
2292,CHEMBL3707469,1
2293,CHEMBL3707470,6
2294,CHEMBL3708,7
2295,CHEMBL3708265,128
2296,CHEMBL3708585,1
2297,CHEMBL3709670,1
2298,CHEMBL3710,803
2299,CHEMBL3710403,1
2300,CHEMBL3710408,1
2301,CHEMBL3712821,1
2302,CHEMBL3712851,1
2303,CHEMBL3712854,1
2304,CHEMBL3712857,4
2305,CHEMBL3712868,47
2306,CHEMBL3712894,1
2307,CHEMBL3712901,2
2308,CHEMBL3712907,138
2309,CHEMBL3712928,50
2310,CHEMBL3712947,2
2311,CHEMBL3712954,9
2312,CHEMBL3713006,2
2313,CHEMBL3713062,1545
2314,CHEMBL3713303,12
2315,CHEMBL3713355,3
2316,CHEMBL3713541,24
2317,CHEMBL3713687,14
2318,CHEMBL3713913,8
2319,CHEMBL3713916,1
2320,CHEMBL3714029,284
2321,CHEMBL3714046,1
2322,CHEMBL3714079,657
2323,CHEMBL3714081,55
2324,CHEMBL3714130,731
2325,CHEMBL3714531,379
2326,CHEMBL3714583,9
2327,CHEMBL3715,12
2328,CHEMBL3717,3767
2329,CHEMBL372,3624
2330,CHEMBL3720,69
2331,CHEMBL3721,275
2332,CHEMBL3721311,18
2333,CHEMBL3724,148
2334,CHEMBL3727,1
2335,CHEMBL3729,1382
2336,CHEMBL3730,11
2337,CHEMBL3731,5
2338,CHEMBL3735,61
2339,CHEMBL3736,113
2340,CHEMBL3745588,12
2341,CHEMBL3746,108
2342,CHEMBL3751,89
2343,CHEMBL3751646,4
2344,CHEMBL3751647,20
2345,CHEMBL3751648,40
2346,CHEMBL3751654,1
2347,CHEMBL3759,1254
2348,CHEMBL3760,36
2349,CHEMBL3761,128
2350,CHEMBL3763001,1
2351,CHEMBL3763005,1
2352,CHEMBL3763008,120
2353,CHEMBL3764,634
2354,CHEMBL3769292,172
2355,CHEMBL3769293,11
2356,CHEMBL3769299,11
2357,CHEMBL3772,740
2358,CHEMBL3774295,352
2359,CHEMBL3774298,223
2360,CHEMBL3774299,1
2361,CHEMBL3774300,3
2362,CHEMBL3775,190
2363,CHEMBL3776,315
2364,CHEMBL3777,58
2365,CHEMBL3778,2315
2366,CHEMBL3779760,97
2367,CHEMBL3779761,8
2368,CHEMBL3779762,15
2369,CHEMBL3782,13
2370,CHEMBL3784,358
2371,CHEMBL3784904,3
2372,CHEMBL3784906,2
2373,CHEMBL3784907,1
2374,CHEMBL3785,567
2375,CHEMBL3788,693
2376,CHEMBL3792271,3
2377,CHEMBL3795,901
2378,CHEMBL3797,1604
2379,CHEMBL3797014,1
2380,CHEMBL3797016,13
2381,CHEMBL3798,713
2382,CHEMBL3805,37
2383,CHEMBL3807,452
2384,CHEMBL3810,4
2385,CHEMBL3816,249
2386,CHEMBL3817,76
2387,CHEMBL3819,273
2388,CHEMBL382,3794
2389,CHEMBL3820,1036
2390,CHEMBL3822353,1
2391,CHEMBL3826841,18
2392,CHEMBL3826863,41
2393,CHEMBL3826867,1
2394,CHEMBL3829,250
2395,CHEMBL383,6548
2396,CHEMBL3830,327
2397,CHEMBL3831,319
2398,CHEMBL3831201,173
2399,CHEMBL3831205,1
2400,CHEMBL3831212,2
2401,CHEMBL3831244,33
2402,CHEMBL3831261,12
2403,CHEMBL3831281,248
2404,CHEMBL3831283,128
2405,CHEMBL3831289,1
2406,CHEMBL3831291,47
2407,CHEMBL3832633,9
2408,CHEMBL3832641,264
2409,CHEMBL3832642,112
2410,CHEMBL3832644,42
2411,CHEMBL3832646,16
2412,CHEMBL3832741,22
2413,CHEMBL3832742,126
2414,CHEMBL3832941,2
2415,CHEMBL3832942,11
2416,CHEMBL3832943,167
2417,CHEMBL3833502,383
2418,CHEMBL3834,218
2419,CHEMBL3835,361
2420,CHEMBL3836,601
2421,CHEMBL3837,1681
2422,CHEMBL384,8779
2423,CHEMBL3841,5
2424,CHEMBL3847,20
2425,CHEMBL3849,33
2426,CHEMBL385,6137
2427,CHEMBL3856,6
2428,CHEMBL3860,151
2429,CHEMBL3861,692
2430,CHEMBL3863,164
2431,CHEMBL3864,769
2432,CHEMBL3865,1
2433,CHEMBL3867,1
2434,CHEMBL3869,624
2435,CHEMBL387,20316
2436,CHEMBL3873,3
2437,CHEMBL3876,12
2438,CHEMBL3878,51
2439,CHEMBL3879824,1
2440,CHEMBL3879825,1
2441,CHEMBL3879827,23
2442,CHEMBL3879831,28
2443,CHEMBL3879836,1
2444,CHEMBL3879857,56
2445,CHEMBL3879859,107
2446,CHEMBL3879864,12
2447,CHEMBL388,1229
2448,CHEMBL3880,2159
2449,CHEMBL3883285,7
2450,CHEMBL3883286,1
2451,CHEMBL3883287,32
2452,CHEMBL3883288,1
2453,CHEMBL3883289,2
2454,CHEMBL3883293,61
2455,CHEMBL3883294,5
2456,CHEMBL3883300,134
2457,CHEMBL3883304,17
2458,CHEMBL3883311,9
2459,CHEMBL3883313,32
2460,CHEMBL3883316,56
2461,CHEMBL3883318,14
2462,CHEMBL3883319,19
2463,CHEMBL3883320,29
2464,CHEMBL3883321,1
2465,CHEMBL3883323,103
2466,CHEMBL3883324,10
2467,CHEMBL3883328,86
2468,CHEMBL3883330,81
2469,CHEMBL3884,1371
2470,CHEMBL3885501,32
2471,CHEMBL3885504,2
2472,CHEMBL3885507,100
2473,CHEMBL3885508,4
2474,CHEMBL3885511,1
2475,CHEMBL3885516,25
2476,CHEMBL3885518,50
2477,CHEMBL3885522,7
2478,CHEMBL3885523,10
2479,CHEMBL3885524,2
2480,CHEMBL3885525,139
2481,CHEMBL3885528,8
2482,CHEMBL3885541,32
2483,CHEMBL3885542,8
2484,CHEMBL3885545,1
2485,CHEMBL3885546,507
2486,CHEMBL3885548,4
2487,CHEMBL3885549,2
2488,CHEMBL3885550,6
2489,CHEMBL3885551,4
2490,CHEMBL3885552,3
2491,CHEMBL3885553,4
2492,CHEMBL3885554,31
2493,CHEMBL3885556,66
2494,CHEMBL3885558,22
2495,CHEMBL3885559,2
2496,CHEMBL3885562,1
2497,CHEMBL3885566,2
2498,CHEMBL3885568,6
2499,CHEMBL3885570,3
2500,CHEMBL3885571,2
2501,CHEMBL3885572,2
2502,CHEMBL3885573,1
2503,CHEMBL3885574,1
2504,CHEMBL3885575,1
2505,CHEMBL3885576,2
2506,CHEMBL3885578,3
2507,CHEMBL3885579,37
2508,CHEMBL3885581,1
2509,CHEMBL3885584,26
2510,CHEMBL3885587,4
2511,CHEMBL3885588,9
2512,CHEMBL3885589,2
2513,CHEMBL3885590,6
2514,CHEMBL3885591,5
2515,CHEMBL3885593,1
2516,CHEMBL3885595,12
2517,CHEMBL3885599,11
2518,CHEMBL3885600,2
2519,CHEMBL3885602,25
2520,CHEMBL3885604,9
2521,CHEMBL3885612,19
2522,CHEMBL3885613,6
2523,CHEMBL3885615,3
2524,CHEMBL3885617,12
2525,CHEMBL3885624,1
2526,CHEMBL3885629,1
2527,CHEMBL3885630,79
2528,CHEMBL3885631,6
2529,CHEMBL3885632,4
2530,CHEMBL3885633,11
2531,CHEMBL3885636,16
2532,CHEMBL3885637,13
2533,CHEMBL3885639,1
2534,CHEMBL3885641,15
2535,CHEMBL3885643,140
2536,CHEMBL3886,288
2537,CHEMBL3886062,4
2538,CHEMBL3886123,1
2539,CHEMBL3890,133
2540,CHEMBL3891,611
2541,CHEMBL3892,1044
2542,CHEMBL3893,34
2543,CHEMBL3895,2
2544,CHEMBL3896,28
2545,CHEMBL3898,366
2546,CHEMBL390,6133
2547,CHEMBL3900,33
2548,CHEMBL3901,9
2549,CHEMBL3902,118
2550,CHEMBL3903,2
2551,CHEMBL3904,10
2552,CHEMBL3905,542
2553,CHEMBL3906,330
2554,CHEMBL3911,334
2555,CHEMBL3912,359
2556,CHEMBL3913,120
2557,CHEMBL3918,23
2558,CHEMBL392,18777
2559,CHEMBL3920,975
2560,CHEMBL3921,290
2561,CHEMBL3922,776
2562,CHEMBL3923,184
2563,CHEMBL3924,19
2564,CHEMBL3935,100
2565,CHEMBL3938,79
2566,CHEMBL394,13289
2567,CHEMBL395,9180
2568,CHEMBL3956,42
2569,CHEMBL3959,298
2570,CHEMBL396,3557
2571,CHEMBL3961,247
2572,CHEMBL3962,1
2573,CHEMBL3964,13
2574,CHEMBL3965,42
2575,CHEMBL3969,469
2576,CHEMBL397,2438
2577,CHEMBL3972,98
2578,CHEMBL3973,1315
2579,CHEMBL3974,855
2580,CHEMBL3975,546
2581,CHEMBL3976,564
2582,CHEMBL3977,35
2583,CHEMBL3978,24
2584,CHEMBL3979,1680
2585,CHEMBL398,3183
2586,CHEMBL3980,127
2587,CHEMBL3981,165
2588,CHEMBL3982,212
2589,CHEMBL3983,1173
2590,CHEMBL3984,96
2591,CHEMBL3987,50
2592,CHEMBL3987582,26
2593,CHEMBL3988,110
2594,CHEMBL3988583,1091
2595,CHEMBL3988590,6
2596,CHEMBL3988599,318
2597,CHEMBL3988601,2
2598,CHEMBL3988636,1
2599,CHEMBL3988638,25
2600,CHEMBL3988640,6
2601,CHEMBL3989381,4
2602,CHEMBL399,11281
2603,CHEMBL3991,448
2604,CHEMBL3991501,150
2605,CHEMBL3997,39
2606,CHEMBL400,9742
2607,CHEMBL4000,121
2608,CHEMBL4002,1
2609,CHEMBL4004,34
2610,CHEMBL4005,6014
2611,CHEMBL4014,101
2612,CHEMBL4015,1779
2613,CHEMBL4016,230
2614,CHEMBL4018,679
2615,CHEMBL402,268
2616,CHEMBL4026,701
2617,CHEMBL4029,287
2618,CHEMBL4036,620
2619,CHEMBL4039,23
2620,CHEMBL4040,6663
2621,CHEMBL4045,362
2622,CHEMBL4046,7
2623,CHEMBL4050,55
2624,CHEMBL4051,658
2625,CHEMBL4055,3
2626,CHEMBL4056,4
2627,CHEMBL4059,5
2628,CHEMBL4068,462
2629,CHEMBL4069,55
2630,CHEMBL4070,257
2631,CHEMBL4071,161
2632,CHEMBL4072,1039
2633,CHEMBL4073,473
2634,CHEMBL4076,354
2635,CHEMBL4079,350
2636,CHEMBL4080,316
2637,CHEMBL4081,147
2638,CHEMBL4093,876
2639,CHEMBL4096,8938
2640,CHEMBL4100,13
2641,CHEMBL4101,511
2642,CHEMBL4105702,1
2643,CHEMBL4105703,1
2644,CHEMBL4105704,2
2645,CHEMBL4105705,2
2646,CHEMBL4105706,1
2647,CHEMBL4105707,3
2648,CHEMBL4105709,29
2649,CHEMBL4105724,9
2650,CHEMBL4105728,153
2651,CHEMBL4105730,17
2652,CHEMBL4105731,2
2653,CHEMBL4105737,9
2654,CHEMBL4105740,39
2655,CHEMBL4105742,1
2656,CHEMBL4105743,15
2657,CHEMBL4105744,1
2658,CHEMBL4105745,1
2659,CHEMBL4105746,3
2660,CHEMBL4105747,1
2661,CHEMBL4105748,3
2662,CHEMBL4105749,1
2663,CHEMBL4105755,2
2664,CHEMBL4105758,49
2665,CHEMBL4105759,1
2666,CHEMBL4105767,8
2667,CHEMBL4105775,7
2668,CHEMBL4105779,1
2669,CHEMBL4105780,2
2670,CHEMBL4105781,1
2671,CHEMBL4105782,1
2672,CHEMBL4105783,1
2673,CHEMBL4105784,25
2674,CHEMBL4105786,238
2675,CHEMBL4105787,17
2676,CHEMBL4105799,5
2677,CHEMBL4105801,13
2678,CHEMBL4105809,11
2679,CHEMBL4105810,6
2680,CHEMBL4105814,1
2681,CHEMBL4105815,1
2682,CHEMBL4105816,7
2683,CHEMBL4105817,2
2684,CHEMBL4105818,3
2685,CHEMBL4105819,1
2686,CHEMBL4105820,1
2687,CHEMBL4105821,1
2688,CHEMBL4105824,35
2689,CHEMBL4105826,3
2690,CHEMBL4105832,42
2691,CHEMBL4105833,34
2692,CHEMBL4105838,214
2693,CHEMBL4105848,20
2694,CHEMBL4105852,1
2695,CHEMBL4105853,1
2696,CHEMBL4105854,2
2697,CHEMBL4105855,1
2698,CHEMBL4105856,1
2699,CHEMBL4105857,2
2700,CHEMBL4105858,1
2701,CHEMBL4105860,1
2702,CHEMBL4105866,8
2703,CHEMBL4105879,62
2704,CHEMBL4105885,18
2705,CHEMBL4105886,2
2706,CHEMBL4105887,1
2707,CHEMBL4105888,1
2708,CHEMBL4105889,1
2709,CHEMBL4105890,2
2710,CHEMBL4105891,3
2711,CHEMBL4105892,2
2712,CHEMBL4105893,1
2713,CHEMBL4105895,1
2714,CHEMBL4105899,21
2715,CHEMBL4105907,602
2716,CHEMBL4105911,5
2717,CHEMBL4105912,2
2718,CHEMBL4105924,6
2719,CHEMBL4105929,9
2720,CHEMBL4105932,6
2721,CHEMBL4105933,50
2722,CHEMBL4105934,1
2723,CHEMBL4105935,1
2724,CHEMBL4105936,1
2725,CHEMBL4105937,2
2726,CHEMBL4105941,43
2727,CHEMBL4105942,10
2728,CHEMBL4105949,2
2729,CHEMBL4105967,2
2730,CHEMBL4105969,2
2731,CHEMBL4105970,1
2732,CHEMBL4105971,1
2733,CHEMBL4105972,24
2734,CHEMBL4105973,1
2735,CHEMBL4105974,1
2736,CHEMBL4105975,1
2737,CHEMBL4105981,12
2738,CHEMBL4105986,1
2739,CHEMBL4105989,20
2740,CHEMBL4106122,6
2741,CHEMBL4106123,19
2742,CHEMBL4106124,34
2743,CHEMBL4106125,11
2744,CHEMBL4106127,5
2745,CHEMBL4106128,27
2746,CHEMBL4106129,10
2747,CHEMBL4106131,52
2748,CHEMBL4106135,2
2749,CHEMBL4106136,1
2750,CHEMBL4106138,33
2751,CHEMBL4106140,172
2752,CHEMBL4106141,2
2753,CHEMBL4106144,25
2754,CHEMBL4106145,1
2755,CHEMBL4106150,2
2756,CHEMBL4106151,4
2757,CHEMBL4106152,5
2758,CHEMBL4106153,25
2759,CHEMBL4106158,1
2760,CHEMBL4106159,1
2761,CHEMBL4106160,48
2762,CHEMBL4106161,1
2763,CHEMBL4106162,1
2764,CHEMBL4106163,1
2765,CHEMBL4106164,1
2766,CHEMBL4106169,470
2767,CHEMBL4106176,1
2768,CHEMBL4106177,2
2769,CHEMBL4106180,1
2770,CHEMBL4106189,2
2771,CHEMBL4109,8
2772,CHEMBL4112,16
2773,CHEMBL4116,78
2774,CHEMBL4121,222
2775,CHEMBL4123,380
2776,CHEMBL4128,898
2777,CHEMBL4134,46
2778,CHEMBL4135,57
2779,CHEMBL4136,37
2780,CHEMBL4138,5
2781,CHEMBL4141,67
2782,CHEMBL4142,1167
2783,CHEMBL4145,218
2784,CHEMBL4146,2
2785,CHEMBL4147,117
2786,CHEMBL4158,909
2787,CHEMBL4159,3588
2788,CHEMBL4160,7
2789,CHEMBL4162,27
2790,CHEMBL4163,239
2791,CHEMBL4174,22
2792,CHEMBL4175,56
2793,CHEMBL4176,78
2794,CHEMBL4178,2
2795,CHEMBL4179,983
2796,CHEMBL4181,20
2797,CHEMBL4184,11
2798,CHEMBL4185,38
2799,CHEMBL4187,135
2800,CHEMBL4191,694
2801,CHEMBL4198,1318
2802,CHEMBL4202,456
2803,CHEMBL4203,1489
2804,CHEMBL4204,1135
2805,CHEMBL4205,10
2806,CHEMBL4208,138
2807,CHEMBL4221,6
2808,CHEMBL4223,287
2809,CHEMBL4224,892
2810,CHEMBL4225,1577
2811,CHEMBL4226,914
2812,CHEMBL4227,755
2813,CHEMBL4229,50
2814,CHEMBL4232,5
2815,CHEMBL4234,186
2816,CHEMBL4235,3302
2817,CHEMBL4237,254
2818,CHEMBL4239,12
2819,CHEMBL4243,3
2820,CHEMBL4244,185
2821,CHEMBL4245,180
2822,CHEMBL4246,159
2823,CHEMBL4247,2123
2824,CHEMBL4261,2278
2825,CHEMBL4266,2
2826,CHEMBL4267,153
2827,CHEMBL4270,149
2828,CHEMBL4273,197
2829,CHEMBL4278,9
2830,CHEMBL4281,15
2831,CHEMBL4282,3108
2832,CHEMBL4284,1
2833,CHEMBL4286,2
2834,CHEMBL4295598,1
2835,CHEMBL4295630,1
2836,CHEMBL4295646,4
2837,CHEMBL4295661,1
2838,CHEMBL4295662,1
2839,CHEMBL4295664,3
2840,CHEMBL4295672,1
2841,CHEMBL4295676,6
2842,CHEMBL4295685,69
2843,CHEMBL4295686,2
2844,CHEMBL4295693,3
2845,CHEMBL4295701,1
2846,CHEMBL4295717,2
2847,CHEMBL4295722,1
2848,CHEMBL4295730,5
2849,CHEMBL4295738,11
2850,CHEMBL4295740,6
2851,CHEMBL4295745,31
2852,CHEMBL4295746,24
2853,CHEMBL4295747,188
2854,CHEMBL4295749,25
2855,CHEMBL4295754,19
2856,CHEMBL4295757,23
2857,CHEMBL4295760,1
2858,CHEMBL4295761,59
2859,CHEMBL4295768,3
2860,CHEMBL4295773,2
2861,CHEMBL4295787,1
2862,CHEMBL4295788,1
2863,CHEMBL4295801,124
2864,CHEMBL4295806,1
2865,CHEMBL4295816,1
2866,CHEMBL4295828,59
2867,CHEMBL4295831,1
2868,CHEMBL4295835,16
2869,CHEMBL4295866,2
2870,CHEMBL4295894,1
2871,CHEMBL4295895,1
2872,CHEMBL4295900,1
2873,CHEMBL4295909,2
2874,CHEMBL4295914,1
2875,CHEMBL4295922,1
2876,CHEMBL4295926,5
2877,CHEMBL4295934,1
2878,CHEMBL4295937,1
2879,CHEMBL4295942,2
2880,CHEMBL4295949,2
2881,CHEMBL4295950,9
2882,CHEMBL4295964,1
2883,CHEMBL4295971,5
2884,CHEMBL4295973,13
2885,CHEMBL4295974,5
2886,CHEMBL4295975,185
2887,CHEMBL4295983,1
2888,CHEMBL4295995,3
2889,CHEMBL4296,5740
2890,CHEMBL4296001,4
2891,CHEMBL4296002,3
2892,CHEMBL4296010,13
2893,CHEMBL4296012,23
2894,CHEMBL4296013,466
2895,CHEMBL4296022,14
2896,CHEMBL4296044,3
2897,CHEMBL4296046,1
2898,CHEMBL4296065,24
2899,CHEMBL4296067,39
2900,CHEMBL4296073,72
2901,CHEMBL4296076,2
2902,CHEMBL4296081,6
2903,CHEMBL4296083,5
2904,CHEMBL4296084,2
2905,CHEMBL4296087,1
2906,CHEMBL4296088,8
2907,CHEMBL4296091,1
2908,CHEMBL4296096,7
2909,CHEMBL4296098,2
2910,CHEMBL4296101,1
2911,CHEMBL4296102,10
2912,CHEMBL4296103,3
