,pChEMBL,Data validity comment,Assay ChEMBL ID,confidence_score,MOA,Direct interaction (1/0)?,Disease efficacy (1/0)?,Molecule ChEMBL ID,Preferred name,Molecule type,Max phase,Availability (2/1/0/-1/-2)?,Therapeutic (1/0)?,First-in-class (1/0/-1)?,Chemical probe (1/0)?,Orphan (1/0/-1)?,Canonical SMILES,Molecular weight of full compound,Molecular formula of full compound,Parent compound ChEMBL ID,Active ingredient ChEMBL ID,Target ChEMBL ID,Active ingredient of prodrug?
1943512,8.92,,CHEMBL5253113,9,,,,CHEMBL5278992,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)Cc1cccc(Br)c1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,1012.07,C40H63BrN14O8S2,CHEMBL5278992,CHEMBL5278992,CHEMBL237,No
1943513,8.68,,CHEMBL5253113,9,,,,CHEMBL5276129,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)Cc1cccc(Cl)c1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,967.62,C40H63ClN14O8S2,CHEMBL5276129,CHEMBL5276129,CHEMBL237,No
1943516,9.04,,CHEMBL5253113,9,,,,CHEMBL5276702,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H]1Cc2ccccc2CN1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,974.23,C42H67N15O8S2,CHEMBL5276702,CHEMBL5276702,CHEMBL237,No
1943518,10.15,,CHEMBL5253113,9,,,,CHEMBL5273346,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccc2ccccc2c1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,1066.33,C48H71N15O9S2,CHEMBL5273346,CHEMBL5273346,CHEMBL237,No
1943519,9.89,,CHEMBL5253113,9,,,,CHEMBL5289754,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccc(Cl)cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,1050.71,C44H68ClN15O9S2,CHEMBL5289754,CHEMBL5289754,CHEMBL237,No
1943520,9.6,,CHEMBL5253113,9,,,,CHEMBL5281912,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,1016.27,C44H69N15O9S2,CHEMBL5281912,CHEMBL5281912,CHEMBL237,No
1943521,9.23,,CHEMBL5253113,9,,,,CHEMBL5283811,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,COc1ccc(C(=O)N2CCC[C@H]2C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC2CCCCC2)C(=O)N[C@H]2CSSC[C@@H](C(N)=O)NC2=O)cc1,1149.44,C48H76N16O11S3,CHEMBL5283811,CHEMBL5283811,CHEMBL237,No
1943523,8.92,,CHEMBL5253113,9,,,,CHEMBL5270523,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccc(O)cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,1135.41,C47H74N16O11S3,CHEMBL5270523,CHEMBL5270523,CHEMBL237,No
1943524,8.66,,CHEMBL5253113,9,,,,CHEMBL5279518,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccc([N+](=O)[O-])cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,1164.41,C47H73N17O12S3,CHEMBL5279518,CHEMBL5279518,CHEMBL237,No
1943525,8.89,,CHEMBL5253113,9,,,,CHEMBL5289642,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CC1(C)SSC[C@@H](C(N)=O)NC(=O)[C@H]1NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCC(=O)N1,954.19,C39H67N15O9S2,CHEMBL5289642,CHEMBL5289642,CHEMBL237,No
1943526,5.94,,CHEMBL5253113,9,,,,CHEMBL5286045,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CC1(C)SSC[C@@H](C(N)=O)NC(=O)[C@H]1NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccccc1,1044.32,C46H73N15O9S2,CHEMBL5286045,CHEMBL5286045,CHEMBL237,No
1943527,7.82,,CHEMBL5253113,9,,,,CHEMBL5288247,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CN(C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccccc1)[C@H]1CSSC[C@@H](C(N)=O)NC1=O,1030.29,C45H71N15O9S2,CHEMBL5288247,CHEMBL5288247,CHEMBL237,No
1943529,9.32,,CHEMBL5253113,9,,,,CHEMBL5282326,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O)C1CCCCC1,1002.24,C43H67N15O9S2,CHEMBL5282326,CHEMBL5282326,CHEMBL237,No
1943530,6.11,,CHEMBL5253113,9,,,,CHEMBL5272099,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CCSSC[C@@H](C(N)=O)NC1=O,940.17,C38H65N15O9S2,CHEMBL5272099,CHEMBL5272099,CHEMBL237,No
1943531,5.8,,CHEMBL5253113,9,,,,CHEMBL5280506,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSCC[C@@H](C(N)=O)NC1=O,940.17,C38H65N15O9S2,CHEMBL5280506,CHEMBL5280506,CHEMBL237,No
1943532,6.62,,CHEMBL5253113,9,,,,CHEMBL5266402,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CCSSCC[C@@H](C(N)=O)NC1=O,954.19,C39H67N15O9S2,CHEMBL5266402,CHEMBL5266402,CHEMBL237,No
1943535,6.63,,CHEMBL5253113,9,,,,CHEMBL5283182,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CC(=O)NC[C@@H](C(N)=O)NC1=O,995.16,C45H70N16O10,CHEMBL5283182,CHEMBL5283182,CHEMBL237,No
1943542,6.64,,CHEMBL5253113,9,,,,CHEMBL5271048,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccc2ccccc2c1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC1=O,1067.31,C48H70N14O10S2,CHEMBL5271048,CHEMBL5271048,CHEMBL237,No
1943543,6.1,,CHEMBL5253113,9,,,,CHEMBL5283425,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccc(Cl)cc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC1=O,1051.69,C44H67ClN14O10S2,CHEMBL5283425,CHEMBL5283425,CHEMBL237,No
1943544,5.67,,CHEMBL5253113,9,,,,CHEMBL5273967,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC1=O,1017.25,C44H68N14O10S2,CHEMBL5273967,CHEMBL5273967,CHEMBL237,No
1943545,4.65,,CHEMBL5253113,9,,,,CHEMBL5275056,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(N)=O,811.99,C38H61N13O7,CHEMBL5275056,CHEMBL5275056,CHEMBL237,No
1943546,9.21,,CHEMBL5253113,9,,,,CHEMBL5288658,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,1002.24,C43H67N15O9S2,CHEMBL5288658,CHEMBL5288658,CHEMBL237,No
1943547,9.64,,CHEMBL5253113,9,,,,CHEMBL5273114,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,1044.32,C45H73N17O8S2,CHEMBL5273114,CHEMBL5273114,CHEMBL237,No
1943548,9.23,,CHEMBL5253113,9,,,,CHEMBL5278935,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,1016.31,C45H73N15O8S2,CHEMBL5278935,CHEMBL5278935,CHEMBL237,No
1943549,9.54,,CHEMBL5253113,9,,,,CHEMBL5286081,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,C[C@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,959.21,C42H66N14O8S2,CHEMBL5286081,CHEMBL5286081,CHEMBL237,No
1943550,8.85,,CHEMBL5253113,9,,,,CHEMBL5283084,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CC(C)C[C@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,1001.29,C45H72N14O8S2,CHEMBL5283084,CHEMBL5283084,CHEMBL237,No
1943551,9.38,,CHEMBL5253113,9,,,,CHEMBL5279208,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,975.21,C42H66N14O9S2,CHEMBL5279208,CHEMBL5279208,CHEMBL237,No
1943552,9.23,,CHEMBL5253113,9,,,,CHEMBL5283035,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,1035.31,C48H70N14O8S2,CHEMBL5283035,CHEMBL5283035,CHEMBL237,No
1943553,9.8,,CHEMBL5253113,9,,,,CHEMBL5281808,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccccc1)C(=O)NCC(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,945.19,C41H64N14O8S2,CHEMBL5281808,CHEMBL5281808,CHEMBL237,No
1943554,7.99,,CHEMBL5253113,9,,,,CHEMBL5276565,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccccc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,1003.22,C43H66N14O10S2,CHEMBL5276565,CHEMBL5276565,CHEMBL237,No
1943555,7.71,,CHEMBL5253113,9,,,,CHEMBL5267374,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,1017.25,C44H68N14O10S2,CHEMBL5267374,CHEMBL5267374,CHEMBL237,No
1943556,7.22,,CHEMBL5253113,9,,,,CHEMBL5276375,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,888.13,C39H61N13O7S2,CHEMBL5276375,CHEMBL5276375,CHEMBL237,No
1943557,9.02,,CHEMBL5253118,9,,,,CHEMBL5273273,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(N)=O,2146.54,C99H156N32O22,CHEMBL5273273,CHEMBL5273273,CHEMBL237,No
1943558,5.01,,CHEMBL5253118,9,,,,CHEMBL5282726,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](N)CC(N)=O)C(=O)N1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,1093.36,C39H68N18O11S4,CHEMBL5282726,CHEMBL5282726,CHEMBL237,No
1943559,5.23,,CHEMBL5253118,9,,,,CHEMBL5281790,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H]2CCC(=O)N2)C(=O)N1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,1090.35,C40H67N17O11S4,CHEMBL5281790,CHEMBL5281790,CHEMBL237,No
1943560,5.13,,CHEMBL5253118,9,,,,CHEMBL5283510,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,886.08,C34H59N15O9S2,CHEMBL5283510,CHEMBL5283510,CHEMBL237,No
1943561,5.8,,CHEMBL5253118,9,,,,CHEMBL5267287,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,926.14,C37H63N15O9S2,CHEMBL5267287,CHEMBL5267287,CHEMBL237,No
1943562,5.96,,CHEMBL5253118,9,,,,CHEMBL5268886,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,926.14,C37H63N15O9S2,CHEMBL5268886,CHEMBL5268886,CHEMBL237,No
1943563,9.44,,CHEMBL5253118,9,,,,CHEMBL5281912,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,1016.27,C44H69N15O9S2,CHEMBL5281912,CHEMBL5281912,CHEMBL237,No
1943564,6.35,,CHEMBL5253118,9,,,,CHEMBL5289642,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CC1(C)SSC[C@@H](C(N)=O)NC(=O)[C@H]1NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCC(=O)N1,954.19,C39H67N15O9S2,CHEMBL5289642,CHEMBL5289642,CHEMBL237,No
1943565,9.21,,CHEMBL5253118,9,,,,CHEMBL5282326,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O)C1CCCCC1,1002.24,C43H67N15O9S2,CHEMBL5282326,CHEMBL5282326,CHEMBL237,No
1943566,8.92,,CHEMBL5253119,9,,,,CHEMBL5273273,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(N)=O,2146.54,C99H156N32O22,CHEMBL5273273,CHEMBL5273273,CHEMBL237,No
1943567,5.03,,CHEMBL5253119,9,,,,CHEMBL5282726,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](N)CC(N)=O)C(=O)N1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,1093.36,C39H68N18O11S4,CHEMBL5282726,CHEMBL5282726,CHEMBL237,No
1943568,7.94,,CHEMBL5253119,9,,,,CHEMBL5281790,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H]2CCC(=O)N2)C(=O)N1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,1090.35,C40H67N17O11S4,CHEMBL5281790,CHEMBL5281790,CHEMBL237,No
1943569,8.72,,CHEMBL5253119,9,,,,CHEMBL5283510,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,886.08,C34H59N15O9S2,CHEMBL5283510,CHEMBL5283510,CHEMBL237,No
1943570,7.82,,CHEMBL5253119,9,,,,CHEMBL5267287,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,926.14,C37H63N15O9S2,CHEMBL5267287,CHEMBL5267287,CHEMBL237,No
1943571,7.9,,CHEMBL5253119,9,,,,CHEMBL5268886,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,926.14,C37H63N15O9S2,CHEMBL5268886,CHEMBL5268886,CHEMBL237,No
1943572,9.39,,CHEMBL5253119,9,,,,CHEMBL5281912,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O,1016.27,C44H69N15O9S2,CHEMBL5281912,CHEMBL5281912,CHEMBL237,No
1943573,7.98,,CHEMBL5253119,9,,,,CHEMBL5289642,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CC1(C)SSC[C@@H](C(N)=O)NC(=O)[C@H]1NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCC(=O)N1,954.19,C39H67N15O9S2,CHEMBL5289642,CHEMBL5289642,CHEMBL237,No
1943574,9.41,,CHEMBL5253119,9,,,,CHEMBL5282326,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,N=C(N)NCCC[C@@H](NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)c1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@H]1CSSC[C@@H](C(N)=O)NC1=O)C1CCCCC1,1002.24,C43H67N15O9S2,CHEMBL5282326,CHEMBL5282326,CHEMBL237,No
1944655,8.51,,CHEMBL5256561,9,,,,CHEMBL5276332,,Peptide (Inferred via PubChem),,-1.0,0,-1,0,-1,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)CSSC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC1=O,1601.03,C70H121N25O14S2,CHEMBL5276332,CHEMBL5276332,CHEMBL2611,No
